date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:54:08	26706/26706	---M--	200	added ('OK')	text/css	etag:%226852-645b4a8eec88f%22	http://localhost:8080/clinica_dental/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=3.33.4	C:/My%20Web%20Sites/clinica1/localhost_8080/clinica_dental/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min37de.css	(from http://localhost:8080/clinica_dental/inicio/)
18:54:08	645/645	---M--	200	added ('OK')	text/css	etag:%22285-645b4a8d647db%22	http://localhost:8080/clinica_dental/wp-content/plugins/elementor/assets/css/conditionals/shapes.min.css?ver=3.33.4	C:/My%20Web%20Sites/clinica1/localhost_8080/clinica_dental/wp-content/plugins/elementor/assets/css/conditionals/shapes.min37de.css	(from http://localhost:8080/clinica_dental/inicio/)
18:54:08	5806/5806	---M--	200	added ('OK')	text/css	etag:%2216ae-645b4a8d88a98%22	http://localhost:8080/clinica_dental/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css?ver=3.33.4	C:/My%20Web%20Sites/clinica1/localhost_8080/clinica_dental/wp-content/plugins/elementor/assets/css/widget-icon-box.min37de.css	(from http://localhost:8080/clinica_dental/inicio/)
18:54:09	214/214	---M--	200	added ('OK')	text/css	etag:%22d6-645b4a8d8c7a0%22	http://localhost:8080/clinica_dental/wp-content/plugins/elementor/assets/css/widget-image.min.css?ver=3.33.4	C:/My%20Web%20Sites/clinica1/localhost_8080/clinica_dental/wp-content/plugins/elementor/assets/css/widget-image.min37de.css	(from http://localhost:8080/clinica_dental/inicio/)
18:54:09	560/560	---M--	200	added ('OK')	text/css	etag:%22230-645b4a8d88a98%22	http://localhost:8080/clinica_dental/wp-content/plugins/elementor/assets/css/widget-heading.min.css?ver=3.33.4	C:/My%20Web%20Sites/clinica1/localhost_8080/clinica_dental/wp-content/plugins/elementor/assets/css/widget-heading.min37de.css	(from http://localhost:8080/clinica_dental/inicio/)
18:54:10	1454/1454	---M--	200	added ('OK')	text/css	etag:%225ae-645b4a8d8c7a0%22	http://localhost:8080/clinica_dental/wp-content/plugins/elementor/assets/css/widget-image-box.min.css?ver=3.33.4	C:/My%20Web%20Sites/clinica1/localhost_8080/clinica_dental/wp-content/plugins/elementor/assets/css/widget-image-box.min37de.css	(from http://localhost:8080/clinica_dental/inicio/)
18:54:10	1646/1646	---M--	200	added ('OK')	text/css	etag:%2266e-645b4a8d941b5%22	http://localhost:8080/clinica_dental/wp-content/plugins/elementor/assets/css/widget-testimonial.min.css?ver=3.33.4	C:/My%20Web%20Sites/clinica1/localhost_8080/clinica_dental/wp-content/plugins/elementor/assets/css/widget-testimonial.min37de.css	(from http://localhost:8080/clinica_dental/inicio/)
18:54:10	261/261	---M--	200	added ('OK')	text/css	etag:%22105-645b4a8d88a98%22	http://localhost:8080/clinica_dental/wp-content/plugins/elementor/assets/css/widget-google_maps.min.css?ver=3.33.4	C:/My%20Web%20Sites/clinica1/localhost_8080/clinica_dental/wp-content/plugins/elementor/assets/css/widget-google_maps.min37de.css	(from http://localhost:8080/clinica_dental/inicio/)
18:54:10	69561/69561	---M--	200	added ('OK')	text/css	etag:%2210fb9-645b5ac66629a%22	http://localhost:8080/clinica_dental/wp-content/uploads/elementor/css/post-1081.css?ver=1765376760	C:/My%20Web%20Sites/clinica1/localhost_8080/clinica_dental/wp-content/uploads/elementor/css/post-1081c59f.css	(from http://localhost:8080/clinica_dental/inicio/)
18:54:10	21257/21257	---M--	200	added ('OK')	text/css	etag:%225309-645b4a8ed3439%22	http://localhost:8080/clinica_dental/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.34.0	C:/My%20Web%20Sites/clinica1/localhost_8080/clinica_dental/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min705c.css	(from http://localhost:8080/clinica_dental/inicio/)
18:54:11	10430/10430	---M--	200	added ('OK')	text/css	etag:%2228be-645b4a8d88a98%22	http://localhost:8080/clinica_dental/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css?ver=3.24.3	C:/My%20Web%20Sites/clinica1/localhost_8080/clinica_dental/wp-content/plugins/elementor/assets/css/widget-icon-list.min44b4.css	(from http://localhost:8080/clinica_dental/inicio/)
18:54:11	5110/5110	---M--	200	added ('OK')	text/css	etag:%2213f6-645b4a8d941b5%22	http://localhost:8080/clinica_dental/wp-content/plugins/elementor/assets/css/widget-social-icons.min.css?ver=3.24.0	C:/My%20Web%20Sites/clinica1/localhost_8080/clinica_dental/wp-content/plugins/elementor/assets/css/widget-social-icons.min2401.css	(from http://localhost:8080/clinica_dental/inicio/)
18:54:12	747/747	---M--	200	added ('OK')	text/css	etag:%222eb-645b4a8ee4e76%22	http://localhost:8080/clinica_dental/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.css?ver=5.15.3	C:/My%20Web%20Sites/clinica1/localhost_8080/clinica_dental/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands52d5.css	(from http://localhost:8080/clinica_dental/inicio/)
18:54:12	76781/76781	---M--	200	added ('OK')	text/css	etag:%2212bed-645b4a8eec88f%22	http://localhost:8080/clinica_dental/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.css?ver=5.15.3	C:/My%20Web%20Sites/clinica1/localhost_8080/clinica_dental/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome52d5.css	(from http://localhost:8080/clinica_dental/inicio/)
18:54:13	743/743	---M--	200	added ('OK')	text/css	etag:%222e7-645b4a8eec88f%22	http://localhost:8080/clinica_dental/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.css?ver=5.15.3	C:/My%20Web%20Sites/clinica1/localhost_8080/clinica_dental/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid52d5.css	(from http://localhost:8080/clinica_dental/inicio/)
18:54:13	58076/58076	---M--	200	added ('OK')	text/css	etag:%22e2dc-645b4a8eec88f%22	http://localhost:8080/clinica_dental/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/My%20Web%20Sites/clinica1/localhost_8080/clinica_dental/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from http://localhost:8080/clinica_dental/inicio/)
18:54:14	673/673	---M--	200	added ('OK')	text/css	etag:%222a1-645b4a8eec88f%22	http://localhost:8080/clinica_dental/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	C:/My%20Web%20Sites/clinica1/localhost_8080/clinica_dental/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from http://localhost:8080/clinica_dental/inicio/)
18:54:14	681/681	---M--	200	added ('OK')	text/css	etag:%222a9-645b4a8eec88f%22	http://localhost:8080/clinica_dental/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3	C:/My%20Web%20Sites/clinica1/localhost_8080/clinica_dental/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min52d5.css	(from http://localhost:8080/clinica_dental/inicio/)
18:54:15	15525/15525	---M--	200	added ('OK')	text/javascript	etag:%223ca5-645b4a9c994a8%22	http://localhost:8080/clinica_dental/wp-content/themes/astra/assets/js/minified/flexibility.min.js?ver=4.11.16	C:/My%20Web%20Sites/clinica1/localhost_8080/clinica_dental/wp-content/themes/astra/assets/js/minified/flexibility.min9bfc.js	(from http://localhost:8080/clinica_dental/inicio/)
18:54:16	13579/13579	---M--	200	added ('OK')	text/javascript	etag:%22350b-645b5ac802f85%22	http://localhost:8080/clinica_dental/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/clinica1/localhost_8080/clinica_dental/wp-includes/js/jquery/jquery-migrate.min5589.js	(from http://localhost:8080/clinica_dental/inicio/)
18:54:18	126332/126332	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Dec%202025%2023:54:15%20GMT	http://localhost:8080/clinica_dental/wp-content/plugins/latepoint/public/javascripts/vendor-front.js?ver=5.2.5	C:/My%20Web%20Sites/clinica1/localhost_8080/clinica_dental/wp-content/plugins/latepoint/public/javascripts/vendor-front6619.js	(from http://localhost:8080/clinica_dental/inicio/)
18:54:19	5662/5662	---M--	200	added ('OK')	text/javascript	etag:%22161e-645b5ac7d6220%22	http://localhost:8080/clinica_dental/wp-includes/js/dist/hooks.min.js?ver=dd5603f07f9220ed27f1	C:/My%20Web%20Sites/clinica1/localhost_8080/clinica_dental/wp-includes/js/dist/hooks.minaf5f.js	(from http://localhost:8080/clinica_dental/inicio/)
18:54:19	5315/5315	---M--	200	added ('OK')	text/javascript	etag:%2214c3-645b5ac7d71c0%22	http://localhost:8080/clinica_dental/wp-includes/js/dist/i18n.min.js?ver=c26c3dc7bed366793375	C:/My%20Web%20Sites/clinica1/localhost_8080/clinica_dental/wp-includes/js/dist/i18n.min1cde.js	(from http://localhost:8080/clinica_dental/inicio/)
18:54:22	87555/87555	---M--	200	added ('OK')	text/javascript	etag:%2215603-645b5ac805dfd%22	http://localhost:8080/clinica_dental/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/clinica1/localhost_8080/clinica_dental/wp-includes/js/jquery/jquery.minf43b.js	(from http://localhost:8080/clinica_dental/inicio/)
18:54:22	126304/126304	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Dec%202025%2023:54:19%20GMT	http://localhost:8080/clinica_dental/wp-content/plugins/latepoint/public/javascripts/front.js?ver=5.2.5	C:/My%20Web%20Sites/clinica1/localhost_8080/clinica_dental/wp-content/plugins/latepoint/public/javascripts/front.206619.delayed	(from http://localhost:8080/clinica_dental/inicio/)
18:54:22	15078/15078	---M--	200	added ('OK')	text/javascript	etag:%223ae6-645b4a8ef7fa9%22	http://localhost:8080/clinica_dental/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.33.4	C:/My%20Web%20Sites/clinica1/localhost_8080/clinica_dental/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min37de.js	(from http://localhost:8080/clinica_dental/inicio/)
18:54:23	1047/1047	---M--	200	added ('OK')	image/png	etag:%22417-645b4a9e972c8%22	http://localhost:8080/clinica_dental/wp-content/uploads/2025/12/cropped-logo-3-scaled-1-32x32.png	C:/My%20Web%20Sites/clinica1/localhost_8080/clinica_dental/wp-content/uploads/2025/12/cropped-logo-3-scaled-1-32x32.png	(from http://localhost:8080/clinica_dental/inicio/)
18:54:23	9045/9045	---M--	200	added ('OK')	image/png	etag:%222355-645b4a9e972c8%22	http://localhost:8080/clinica_dental/wp-content/uploads/2025/12/cropped-logo-3-scaled-1-192x192.png	C:/My%20Web%20Sites/clinica1/localhost_8080/clinica_dental/wp-content/uploads/2025/12/cropped-logo-3-scaled-1-192x192.png	(from http://localhost:8080/clinica_dental/inicio/)
18:54:23	8254/8254	---M--	200	added ('OK')	image/png	etag:%22203e-645b4a9e972c8%22	http://localhost:8080/clinica_dental/wp-content/uploads/2025/12/cropped-logo-3-scaled-1-180x180.png	C:/My%20Web%20Sites/clinica1/localhost_8080/clinica_dental/wp-content/uploads/2025/12/cropped-logo-3-scaled-1-180x180.png	(from http://localhost:8080/clinica_dental/inicio/)
18:54:24	6682/6682	---M--	200	added ('OK')	image/png	etag:%221a1a-645b57c563489%22	http://localhost:8080/clinica_dental/wp-content/uploads/2025/12/logo-scaled-219x83.png	C:/My%20Web%20Sites/clinica1/localhost_8080/clinica_dental/wp-content/uploads/2025/12/logo-scaled-219x83.png	(from http://localhost:8080/clinica_dental/inicio/)
18:54:25	12186/12186	---M--	200	added ('OK')	image/jpeg	etag:%222f9a-645b4a9e7eae6%22	http://localhost:8080/clinica_dental/wp-content/uploads/2017/07/image04-free-img.jpg	C:/My%20Web%20Sites/clinica1/localhost_8080/clinica_dental/wp-content/uploads/2017/07/image04-free-img.jpg	(from http://localhost:8080/clinica_dental/inicio/)
18:54:26	5370/5370	---M--	200	added ('OK')	image/jpeg	etag:%2214fa-645b4a9e864f6%22	http://localhost:8080/clinica_dental/wp-content/uploads/2020/06/service-4-150x150.jpg	C:/My%20Web%20Sites/clinica1/localhost_8080/clinica_dental/wp-content/uploads/2020/06/service-4-150x150.jpg	(from http://localhost:8080/clinica_dental/inicio/)
18:54:26	13915/13915	---M--	200	added ('OK')	image/jpeg	etag:%22365b-645b4a9e827eb%22	http://localhost:8080/clinica_dental/wp-content/uploads/2020/01/testimonial.jpg	C:/My%20Web%20Sites/clinica1/localhost_8080/clinica_dental/wp-content/uploads/2020/01/testimonial.jpg	(from http://localhost:8080/clinica_dental/inicio/)
18:54:27	17248/17248	---M--	200	added ('OK')	image/jpeg	etag:%224360-645b4a9e827eb%22	http://localhost:8080/clinica_dental/wp-content/uploads/2020/01/testimonial2.jpg	C:/My%20Web%20Sites/clinica1/localhost_8080/clinica_dental/wp-content/uploads/2020/01/testimonial2.jpg	(from http://localhost:8080/clinica_dental/inicio/)
18:54:27	458/458	---M--	200	added ('OK')	text/javascript	etag:%221ca-645b5ac7c6466%22	http://localhost:8080/clinica_dental/wp-includes/js/dist/dom-ready.min.js?ver=f77871ff7694fffea381	C:/My%20Web%20Sites/clinica1/localhost_8080/clinica_dental/wp-includes/js/dist/dom-ready.min5346.js	(from http://localhost:8080/clinica_dental/inicio/)
18:54:27	9396/9396	---M--	200	added ('OK')	image/png	etag:%2224b4-645b4a9ea4370%22	http://localhost:8080/clinica_dental/wp-content/uploads/2025/12/logo-1-300x114.png	C:/My%20Web%20Sites/clinica1/localhost_8080/clinica_dental/wp-content/uploads/2025/12/logo-1-300x114.png	(from http://localhost:8080/clinica_dental/inicio/)
18:54:28	6587/6587	---M--	200	added ('OK')	text/javascript	etag:%2219bb-645b4a8c9a10b%22	http://localhost:8080/clinica_dental/wp-content/plugins/astra-sites/inc/lib/onboarding/assets/dist/template-preview/main.js?ver=09382f635556bec359b3	C:/My%20Web%20Sites/clinica1/localhost_8080/clinica_dental/wp-content/plugins/astra-sites/inc/lib/onboarding/assets/dist/template-preview/main1006.js	(from http://localhost:8080/clinica_dental/inicio/)
18:54:28	5667/5667	---M--	200	added ('OK')	text/javascript	etag:%221623-645b4a8e8e23f%22	http://localhost:8080/clinica_dental/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.33.4	C:/My%20Web%20Sites/clinica1/localhost_8080/clinica_dental/wp-content/plugins/elementor/assets/js/webpack.runtime.min37de.js	(from http://localhost:8080/clinica_dental/inicio/)
18:54:30	25965/25965	---M--	200	added ('OK')	text/javascript	etag:%22656d-645b4a9c994a8%22	http://localhost:8080/clinica_dental/wp-content/themes/astra/assets/js/minified/frontend.min.js?ver=4.11.16	C:/My%20Web%20Sites/clinica1/localhost_8080/clinica_dental/wp-content/themes/astra/assets/js/minified/frontend.min9bfc.js	(from http://localhost:8080/clinica_dental/inicio/)
18:54:32	21579/21579	---M--	200	added ('OK')	text/javascript	etag:%22544b-645b5ac80b7d0%22	http://localhost:8080/clinica_dental/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3	C:/My%20Web%20Sites/clinica1/localhost_8080/clinica_dental/wp-includes/js/jquery/ui/core.minb37e.js	(from http://localhost:8080/clinica_dental/inicio/)
18:54:34	68583/68583	---M--	200	added ('OK')	image/jpeg	etag:%2210be7-645b4a9e8bba9%22	http://localhost:8080/clinica_dental/wp-content/uploads/2020/07/about-section-2.jpg	C:/My%20Web%20Sites/clinica1/localhost_8080/clinica_dental/wp-content/uploads/2020/07/about-section-2.jpg	(from http://localhost:8080/clinica_dental/inicio/)
18:54:35	31880/31880	---M--	200	added ('OK')	text/javascript	etag:%227c88-645b4a8e193d2%22	http://localhost:8080/clinica_dental/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.33.4	C:/My%20Web%20Sites/clinica1/localhost_8080/clinica_dental/wp-content/plugins/elementor/assets/js/frontend.min37de.js	(from http://localhost:8080/clinica_dental/inicio/)
18:54:36	900/900	---M--	200	added ('OK')	image/png	etag:%22384-645b4a9e827eb%22	http://localhost:8080/clinica_dental/wp-content/uploads/2020/06/dots.png	C:/My%20Web%20Sites/clinica1/localhost_8080/clinica_dental/wp-content/uploads/2020/06/dots.png	(from http://localhost:8080/clinica_dental/wp-content/uploads/elementor/css/post-1081.css?ver=1765376760)
18:54:41	43742/43742	---M--	200	added ('OK')	image/jpeg	etag:%22aade-645b4a9e8bba9%22	http://localhost:8080/clinica_dental/wp-content/uploads/2020/07/about-section-1.jpg	C:/My%20Web%20Sites/clinica1/localhost_8080/clinica_dental/wp-content/uploads/2020/07/about-section-1.jpg	(from http://localhost:8080/clinica_dental/wp-content/uploads/elementor/css/post-1081.css?ver=1765376760)
18:54:41	84517/84517	---M--	200	added ('OK')	text/javascript	etag:%2214a25-645b4a8e18046%22	http://localhost:8080/clinica_dental/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.33.4	C:/My%20Web%20Sites/clinica1/localhost_8080/clinica_dental/wp-content/plugins/elementor/assets/js/frontend-modules.min37de.js	(from http://localhost:8080/clinica_dental/inicio/)
18:54:44	58912/58912	---M--	200	added ('OK')	image/jpeg	etag:%22e620-645b4a9e8f8b1%22	http://localhost:8080/clinica_dental/wp-content/uploads/2020/07/dental-equipment.jpg	C:/My%20Web%20Sites/clinica1/localhost_8080/clinica_dental/wp-content/uploads/2020/07/dental-equipment.jpg	(from http://localhost:8080/clinica_dental/wp-content/uploads/elementor/css/post-1081.css?ver=1765376760)
18:54:46	44540/44540	---M--	200	added ('OK')	image/jpeg	etag:%22adfc-645b4a9e87e8b%22	http://localhost:8080/clinica_dental/wp-content/uploads/2020/07/CTA-section-bg.jpg	C:/My%20Web%20Sites/clinica1/localhost_8080/clinica_dental/wp-content/uploads/2020/07/CTA-section-bg.jpg	(from http://localhost:8080/clinica_dental/wp-content/uploads/elementor/css/post-1081.css?ver=1765376760)
18:54:49	163434/163434	---M--	200	added ('OK')	image/jpeg	etag:%2227e6a-645b4a9e8f8b1%22	http://localhost:8080/clinica_dental/wp-content/uploads/2020/07/dental-bg.jpg	C:/My%20Web%20Sites/clinica1/localhost_8080/clinica_dental/wp-content/uploads/2020/07/dental-bg.jpg	(from http://localhost:8080/clinica_dental/wp-content/uploads/elementor/css/post-1081.css?ver=1765376760)
